Company,Position,Skill,Location
룩인사이트,[약올려] 플랫폼 서버백엔드 웹개발자 (0~3년),"['React', 'Java', 'JavaScript', 'Node.js', 'AWS', 'HTML5', 'Apache', 'CSS3', 'Tomcat', 'JSP', 'MSSQL', 'Restful API']",서울.한국
오투오,[병역특례] 생성형 AI 엔지니어,"['Git', 'Github', 'Linux', 'MySQL', 'C / C++', 'HTML', 'JavaScript', 'Python', 'SQL', 'AWS', 'Spring Framework']",서울.한국
엠아이큐브솔루션,S/W개발자 (장애인 직군),"['Oracle', 'C#', 'CSS', 'HTML', 'Java', 'JavaScript', 'PLC', 'PostgreSQL', 'MES', 'MSSQL']",서울.한국
바로저축은행,전산개발 및 관리 담당자,"['Git', 'MySQL', 'C / C++', 'JavaScript', 'PHP', 'SQL', 'Spring Framework', 'JPA']",서울.한국
투스카이,web developer,null,서울.한국
에이치투오호스피탈리티,솔루션개발본부_백엔드 개발자,"['VueJS', 'CSS', 'HTML', 'JavaScript', 'React.js']",서울.한국
스마트캐스트,C++ 개발 연구원 [KIOSK 개발],null,경기.한국
스마트캐스트,C++ 개발 연구원 [주문관리 솔루션 KDS 개발],null,경기.한국
법무법인대륜,프론트엔드 개발,"['Github', 'Node.js', 'TypeScript', 'AWS', 'Docker', 'Spring Framework', 'Spring Boot', 'Kubernetes']",부산.한국
에드워드코리아,Digitalization Specialist(신입),"['ASP .NET', 'C#', 'HTML', 'JavaScript', 'Python', 'SQL', 'AWS', 'C++', 'Spring Framework']",충남.한국
엠에스제이,비젼 딥러닝 연구개발,"['Pytorch', 'Tensorflow', 'Java', 'Python', 'AWS']",서울.한국
디엔소프트,Nest.js 서버 개발자,"['Azure', 'MongoDB', 'MySQL', 'Redis', 'Node.js', 'Nest.js']",서울.한국
제이어스,UI/UX 디자인/프론트엔드 개발,"['Git', 'MATLAB', 'JavaScript', 'Python', 'TypeScript', 'C', 'C++', 'UI 디자인', 'React.js']",부산.한국
디토닉,연구원(전문연구원 포함),"['Azure', 'Hadoop', 'Java', 'JavaScript', 'Python', 'Scala', 'AWS']",경기.한국
스마트캐스트,"[신입, 졸업예정] C++ 개발 연구원",null,경기.한국
제트5,블록체인 개발자,"['Git', 'Node.js']",서울.한국
메이저월드,쇼핑몰 PHP 개발자,"['Git', 'MySQL', 'JavaScript', 'PHP', 'jQuery']",경기.한국
거북선컴퍼니,프론트 엔지니어 ( JS / React.js ),null,서울.한국
거북선컴퍼니,백엔드 엔지니어 (Python),null,서울.한국
에스티피씨,자율주행 Perception Engineer,"['Github', 'Linux', 'C / C++', 'Python', 'ROS']",경기.한국
